"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion",193,-0.545300110607906,-2.57331442501748,1e-10,1.27144578313253e-08,1.14724159797083e-08,746,"tags=37%, list=12%, signal=33%","IL2RA/LGALS9C/CD47/DUSP10/HSPH1/CCL2/ETS1/SRC/ADAM8/SYK/SELE/IGFBP2/CTLA4/ITGAL/CRTAM/EFNB2/CARD11/LAG3/CYRIB/FLOT2/SIRPG/RUNX3/LGALS3/CD55/FERMT3/CORO1A/TMEM131L/PELI1/KLRK1/SMAD7/CASP3/FYN/VAV1/CD3E/PTPRC/HAVCR2/PECAM1/RASAL3/CD4/JAK3/CCDC88B/ICAM1/ITGB2/VSIR/LAPTM5/HLA-A/IL27RA/SASH3/CCL5/BTN2A2/SELPLG/ALOX5/MSN/VCAM1/JAK2/HLA-G/FGL2/IDO1/HLA-DOA/PTAFR/HLA-DOB/HLA-DMB/CD74/HLA-DMA/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0002181","BP","GO:0002181","cytoplasmic translation",110,0.652099352405624,2.42744662773171,1e-10,1.27144578313253e-08,1.14724159797083e-08,1901,"tags=83%, list=31%, signal=58%","RPS19/RPL13/PAIP1/RPL11/RPLP0/RPL36A/RPL24/RPL29/RPL10A/RPS16/RPL19/RPS21/RPL39/RPS3/RPL31/RPS25/EIF3I/RPL22/RPS9/RPS29/RPS12/CNBP/RPS6/RPS26/RPL12/RPS14/RPLP2/YBX1/RPS20/RPS17/RPL5/RPS4X/RPS18/RPL4/RPS5/RPL13A/RPL37A/UBA52/RPL9/RPS8/EIF4A2/RPL23/RPL14/RPL15/RPL32/RPS23/RPL27/RPL34/RPL26/RPL26L1/RPL8/DHX9/RPL30/RPL28/RPS2/RPL18A/RPL18/RPS27/RPL37/ETF1/UNK/RPS7/RPS13/RPL27A/EIF4H/RPL21/RPS3A/RPL17/RPS11/YBX3/DHX36/RPL6/EIF4B/HNRNPD/RPL36/RPS15/RPL35A/RPL35/RPL38/HNRNPU/RPL7/RPS28/EIF4G1/CSDE1/RPL41/EIF3M/RPL7A/EIF4A1/RPS10/RPS15A/RPS24"
"GO:0042110","BP","GO:0042110","T cell activation",244,-0.494971307771292,-2.40896422701222,1e-10,1.27144578313253e-08,1.14724159797083e-08,768,"tags=34%, list=12%, signal=31%","THEMIS/PSEN1/ZC3H12A/CD5/IRF4/IL2RA/LGALS9C/CD47/DUSP10/HSPH1/CCL2/SRC/ADAM8/SYK/FKBP1A/GJA1/IGFBP2/TOX/AIRE/CTLA4/ITGAL/CRTAM/EFNB2/CARD11/LAG3/CYRIB/FLOT2/SIRPG/RUNX3/LGALS3/CD55/CD2/CD3G/CORO1A/TMEM131L/PELI1/KLRK1/NKG7/SMAD7/CASP3/FYN/VAV1/SEMA4A/RELB/CD8A/CD3E/PTPRC/HAVCR2/RASAL3/CD4/JAK3/PRDM1/CCDC88B/ICAM1/LCP1/VSIR/DOCK2/LAPTM5/HLA-A/IL27RA/CD3D/SASH3/CCL5/BTN2A2/MSN/VCAM1/JAK2/HLA-G/FGL2/SLAMF6/IDO1/HLA-DOA/HLA-DOB/HLA-DMB/CD74/HLA-DMA/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0050778","BP","GO:0050778","positive regulation of immune response",244,-0.455691223827465,-2.21779290946499,1e-10,1.27144578313253e-08,1.14724159797083e-08,694,"tags=27%, list=11%, signal=25%","IGKC/BANK1/SRC/PAK2/ADAM8/PRKCB/SYK/TP53BP1/RAET1G/CTLA4/PYDC5/CRTAM/IGHM/NECTIN2/CARD11/LAG3/CYRIB/THEMIS2/KLRC2/LGALS3/CD55/SH2D1A/KLRK1/PYHIN1/VAMP8/CD247/FYN/VAV1/TRBC1/TGFB1/CD8A/PTPRC/HAVCR2/C3/ITGAM/CD4/IFI16/IKBKE/BTN3A3/KCNN4/ITGB2/LAPTM5/HLA-A/LPXN/IL27RA/SASH3/CCL5/BTN2A2/HLA-B/HLA-G/CD40/SLAMF6/STING1/RFTN1/IDO1/HLA-F/FYB1/PTAFR/GBP5/C4BPA/HLA-DMB/CD74/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DRA"
"GO:0001775","BP","GO:0001775","cell activation",463,-0.399718742518907,-2.06933730490587,1e-10,1.27144578313253e-08,1.14724159797083e-08,812,"tags=29%, list=13%, signal=27%","THEMIS/IFNGR1/PSEN1/ZC3H12A/CCL3/IGHG1/CD5/GATA2/EMILIN1/IRF4/IL2RA/LGALS9C/CSRP1/CD47/DUSP10/HPRT1/IGKC/BANK1/HSPH1/CCL2/SRC/CXCR2/ADAM8/SNAP23/SLAMF8/CST7/PRKCB/SYK/FKBP1A/GJA1/TP53BP1/IGFBP2/TOX/CKLF/FGB/AIRE/CTLA4/ITGAL/CRTAM/IGHM/NECTIN2/EFNB2/CARD11/LAG3/CYRIB/PRF1/GRN/FLOT2/ABAT/THEMIS2/SIRPG/IL33/RUNX3/KLRC2/LGALS3/PDGFRB/CD55/CD2/FERMT3/CD3G/CNR2/CORO1A/TMEM131L/PELI1/KLRK1/VAMP8/NKG7/SMAD7/CASP3/FYN/VAV1/SEMA4A/RELB/TRBC1/TGFB1/CD8A/CD3E/PTPRC/SPHK1/HAVCR2/IFNGR2/MYL9/ITGAM/RASAL3/CD4/JAK3/CXCL10/IL2RB/PRDM1/CCDC88B/HSPB1/TNFAIP3/ICAM1/LCP1/ITGB2/VSIR/DOCK2/LAPTM5/FLNA/HLA-A/IL27RA/ULBP1/CD3D/SASH3/CCL5/BTN2A2/CDKN1A/SELPLG/MSN/VCAM1/JAK2/HLA-G/FGL2/CD40/SLAMF6/IDO1/HLA-F/TCIM/SAA2/HLA-DOA/PTAFR/HLA-DOB/HLA-DMB/CD74/HLA-DMA/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0034645","BP","GO:0034645","cellular macromolecule biosynthetic process",528,0.420895720005789,1.81684953746197,1e-10,1.27144578313253e-08,1.14724159797083e-08,2055,"tags=49%, list=33%, signal=36%","SOX4/GRB7/PLD1/RPS19/APP/DNAJC3/RPL13/PAIP1/CCL28/RPS4Y1/RPS27L/RPL11/TUSC3/STT3A/SHFL/CIRBP/RPLP0/THBS1/PIGN/RPL36A/TRAK1/KHDRBS1/RPL24/RPL29/EEF1G/UGCG/MTG1/ITGA2/ENC1/RPL10A/RPS16/B4GALT4/RPL19/DAPK1/MEX3D/MAN1A1/ZNF598/ILF3/RPS21/PUM1/RPL39/STT3B/RPS3/NCL/RPL31/MKNK2/RPS25/EIF3I/RPL22/RACK1/ASCC3/XRN1/RPS9/RPS29/EPM2AIP1/RPS12/CNBP/RPS6/ITM2C/RPS26/RPL12/RPN2/TRAP1/MALSU1/RPS14/ST6GAL1/CELF1/RPLP2/SECISBP2/YBX1/KLF4/RPS20/RPS17/RPL5/RPS4X/OGA/RPS18/EIF2AK1/RPL4/RPS5/EIF4G3/RPL13A/TMEM59/RPL37A/PTGES3/UBA52/RPL9/CNOT1/DAD1/PABPC4/B3GNT3/RPS8/PAWR/EIF4A2/PPP1R3C/QARS1/GLUL/RPL23/LARP1B/RPL14/RPL15/LARP4B/DPM3/TOB1/RPL32/MRPL43/RPS23/RPL27/MTIF3/MRPL11/RPL34/RPL26/EEF1D/ALG14/MRPL24/RPL26L1/C1QBP/OSTC/MGAT1/ERBB2/PHKG2/PLXNB2/RPL8/DHX9/RPL30/GTPBP1/ZDHHC14/EIF3L/GALNT18/RPL28/MRPS27/ELAVL1/RPS2/GOLGA2/RPL18A/RPL18/SARS1/RPS27/CANT1/EIF3H/MAN2A1/RPL37/ETF1/MAGT1/RARA/EXTL3/ZDHHC7/EIF1AX/LTN1/UGP2/PPM1B/UGGT1/UNK/DHPS/NUDT14/DAPK3/SRP9/HBS1L/EEF1B2/EIF2B1/CAPRIN1/WBP1/NUS1/RPS7/RPS13/MPPE1/EIF5A/RPL27A/EIF3F/CNOT9/GLE1/CNOT8/ZFP36L1/EIF4H/RPL21/MRPL3/RPS3A/RPL17/EIF3E/RPS11/COG7/YBX3/TUFM/MRPS21/DBI/DHX36/RPL6/EIF4B/MRPS16/TARDBP/GOLPH3/EIF1/PPP1R3E/MRPS14/HNRNPD/POFUT1/RPL36/FUT4/RPS15/RBM3/GSK3B/FOXO3/BZW1/GFPT1/LTO1/SARNP/SECISBP2L/EFL1/MRPS18B/CNOT7/ZDHHC3/RPL35A/CNOT2/RPL35/ACAT1/RPL38/OGT/HNRNPU/RPL7/PUM2/DND1/C1GALT1C1/PRKDC/RPS28/ZDHHC6/EIF4G1/GSK3A/CSDE1/GPAA1/RPL41/ALG10B/DDX25/EIF3K/EIF3M/RPL7A/DHFR/SLC35C1/EIF4A1/ZDHHC20/RPS10/RPS15A/RPS24/NCSTN/NSUN5/EIF3B/PIGC/PPP1CB/EIF3C/PRMT1/IARS2/GTPBP2/TUT7/EPRS1/DDOST/POLR2G/TMTC2/PIGT/ATXN2/HIF1A/TIA1"
"GO:1901566","BP","GO:1901566","organonitrogen compound biosynthetic process",719,0.388913084934126,1.69733136458823,1e-10,1.27144578313253e-08,1.14724159797083e-08,1749,"tags=40%, list=28%, signal=32%","SOX4/TGFB2/ATP5F1C/GSTP1/GRB7/PLD1/GATM/PLPP2/CHKA/PLPP1/RPS19/APP/DNAJC3/RPL13/PAIP1/CCL28/RPS4Y1/RPS27L/RPL11/TUSC3/SLC44A4/STT3A/SHFL/CIRBP/MTAP/RPLP0/ASAH1/THBS1/PIGN/CERS2/RPL36A/TRAK1/KHDRBS1/PRPSAP2/RPL24/ASS1/RPL29/EEF1G/UGCG/MTG1/ITGA2/ENC1/RPL10A/ATP5MC2/RPS16/B4GALT4/MPC2/RPL19/SMPD3/GGTLC2/DAPK1/MEX3D/MAN1A1/ZNF598/ILF3/RPS21/PUM1/HEBP1/RPL39/STT3B/RPS3/NCL/RPL31/MKNK2/RPS25/EIF3I/RPL22/RACK1/ASCC3/XRN1/GGTLC1/RPS9/RPS29/SLC44A3/ALDH9A1/RPS12/CNBP/RPS6/ATP5F1A/ITM2C/RPS26/RPL12/RPN2/TRAP1/PRKAA1/SGPL1/MALSU1/RPS14/ST6GAL1/CELF1/RPLP2/ATP5F1B/SECISBP2/YBX1/KLF4/RPS20/RPS17/RPL5/RPS4X/OGA/VCP/RPS18/ATP5MF/EIF2AK1/RPL4/RPS5/EIF4G3/RPL13A/TMEM59/RPL37A/UBA52/ATP5PO/RPL9/CNOT1/DAD1/PABPC4/B3GNT3/RPS8/PAWR/EIF4A2/SMS/QARS1/GLUL/RPL23/LARP1B/ACLY/RPL14/DUT/RPL15/LARP4B/DPM3/ATP5MC3/TOB1/RPL32/MRPL43/AK2/RPS23/SLC25A1/RPL27/CHKB/TMEM14C/MTIF3/MRPL11/RPL34/RPL26/EEF1D/ALG14/ATP6V0C/PDXK/MRPL24/RPL26L1/C1QBP/OSTC/MGAT1/CCN1/ERBB2/PLXNB2/RPL8/PDHB/ALDH1A1/DHX9/RPL30/GTPBP1/ZDHHC14/EIF3L/GALNT18/GART/RPL28/MRPS27/ELAVL1/RPS2/GOLGA2/RPL18A/GGT1/RPL18/SARS1/RPS27/CKB/CANT1/MGST2/EIF3H/MAN2A1/RPL37/ADSS2/ETF1/MAGT1/ELOVL7/PLPP3/RARA/EXTL3/ZDHHC7/EIF1AX/DCTD/LTN1/ATP5PD/PPM1B/UGGT1/UNK/DHPS/NUDT14/DAPK3/SRP9/HBS1L/EEF1B2/PANK3/EIF2B1/CAPRIN1/WBP1/NUS1/AK4/RPS7/RPS13/MPPE1/EIF5A/RPL27A/ILVBL/EIF3F/NPPB/CNOT9/GLE1/CNOT8/ZFP36L1/EIF4H/RPL21/MRPL3/RPS3A/RPL17/EIF3E/PARP10/RPS11/COG7/YBX3/TUFM/MRPS21/DBI/DHX36/RPL6/EIF4B/MRPS16/TARDBP/ATP5PB/GOLPH3/EIF1/HAGH/SGPP1/MRPS14/HNRNPD/POFUT1/RPL36/ABCB6/FUT4/RPS15/RBM3/ADA2/PLSCR1/SGPP2/FOXO3/BZW1/GFPT1/LTO1/SARNP/GLUD1/AK3/SERINC3/CLTC/SECISBP2L/EFL1/MRPS18B/CNOT7/ZDHHC3/RPL35A/CNOT2/RPL35/ACAT1/RPL38/VAPA/OGT/HNRNPU/RPL7/UPP1/PUM2/DND1/C1GALT1C1/PRKDC/RPS28/PDHA1/ATP5ME"
"GO:0051707","BP","GO:0051707","response to other organism",640,-0.320760692118027,-1.69590207322416,1.29337420787961e-10,1.58709046694808e-08,1.43205178512594e-08,839,"tags=25%, list=14%, signal=24%","PTK2B/C1QB/WFDC12/TSPAN32/PI3/IFNGR1/GSDMA/ZFP36/CNP/ZC3H12A/OAS3/VIM/CCL3/IGHG1/IL36RN/EMILIN1/IRF4/CLEC10A/LAP3/CD47/RRP1B/DUSP10/SEC14L1/IGKC/BANK1/CCL2/HTRA1/SRC/IL36A/PAK2/HERC6/ADAM8/SLAMF8/VWCE/SYK/MLKL/SELE/CXCR4/NPC2/OAS1/RAET1G/APOBEC3C/PMAIP1/FGB/OTUD4/PYDC5/CRTAM/CYBB/SLFN13/IGHM/NECTIN2/EFNB2/LAG3/CYRIB/H2BC6/PRF1/GRN/CYBA/RGS1/GJB2/APOL1/KYNU/KLRC2/LGALS3/CD55/CXCL13/CNR2/CORO1A/SH2D1A/NFKBIA/PELI1/KLRK1/PYHIN1/VAMP8/NKG7/CXCL16/CASP3/FYN/FOS/VAV1/RELB/TRBC1/SAMHD1/NUB1/TGFB1/PTPRC/HAVCR2/IFNGR2/C3/ITGAM/LITAF/CYP27B1/PTK6/NLRP1/CD4/IFI16/WIPF1/IKBKE/JAK3/CXCL10/PRDM1/CCDC88B/CD96/HSPB1/TNFAIP3/SLA/H2BS1/GZMA/ACTR3/H2BC10/TNFRSF11A/TRIM15/HLA-C/HLA-A/IL27RA/NR4A1/ULBP1/H2BC7/CDC42EP4/CCL5/FKBP5/PLAC8/TRAC/LYZ/IFI6/HLA-B/TRIM29/VCAM1/JAK2/HLA-G/BIRC3/FGL2/COTL1/PSTPIP1/CD40/SLAMF6/STING1/CD14/CXCL11/IDO1/CXCL9/HLA-F/C15orf48/GNLY/PTAFR/GZMB/GBP5/C4BPA/CD74/NCF1/CCL20/CSF2RB/LTF/B2M/HLA-DPB1/HLA-DRB1/HLA-DPA1"
"GO:0009607","BP","GO:0009607","response to biotic stimulus",657,-0.314121310597536,-1.67056608070925,1.83207485962096e-10,2.19703249927046e-08,1.98241018901091e-08,839,"tags=24%, list=14%, signal=24%","PTK2B/C1QB/WFDC12/TSPAN32/PI3/IFNGR1/GSDMA/ZFP36/CNP/ZC3H12A/OAS3/VIM/CCL3/IGHG1/IL36RN/EMILIN1/IRF4/CLEC10A/PPP1R15B/LAP3/CD47/RRP1B/DUSP10/SEC14L1/IGKC/BANK1/CCL2/HTRA1/SRC/IL36A/PAK2/HERC6/ADAM8/SLAMF8/VWCE/SYK/MLKL/SELE/CXCR4/NPC2/OAS1/RAET1G/APOBEC3C/PMAIP1/FGB/OTUD4/PYDC5/CRTAM/CYBB/SLFN13/IGHM/NECTIN2/EFNB2/LAG3/CYRIB/H2BC6/PRF1/GRN/CYBA/RGS1/GJB2/APOL1/BCL2L11/KYNU/KLRC2/LGALS3/CD55/CXCL13/CNR2/CORO1A/SH2D1A/NFKBIA/PELI1/KLRK1/PYHIN1/VAMP8/NKG7/CXCL16/CASP3/FYN/FOS/VAV1/RELB/TRBC1/SAMHD1/NUB1/TGFB1/PTPRC/HAVCR2/IFNGR2/C3/ITGAM/LITAF/CYP27B1/PTK6/NLRP1/CD4/IFI16/WIPF1/IKBKE/JAK3/CXCL10/PRDM1/CCDC88B/CD96/HSPB1/TNFAIP3/SLA/H2BS1/GZMA/ACTR3/H2BC10/TNFRSF11A/TRIM15/HLA-C/LAPTM5/HLA-A/IL27RA/NR4A1/ULBP1/H2BC7/CDC42EP4/CCL5/FKBP5/PLAC8/TRAC/LYZ/IFI6/HLA-B/TRIM29/VCAM1/JAK2/HLA-G/BIRC3/FGL2/COTL1/PSTPIP1/CD40/SLAMF6/STING1/CD14/CXCL11/IDO1/CXCL9/HLA-F/C15orf48/GNLY/PTAFR/GZMB/GBP5/C4BPA/CD74/NCF1/CCL20/CSF2RB/LTF/B2M/HLA-DPB1/HLA-DRB1/HLA-DPA1"
"GO:0006952","BP","GO:0006952","defense response",715,-0.308942428395898,-1.6551518723264,2.08973163316541e-10,2.47785819379714e-08,2.23580276210696e-08,839,"tags=24%, list=14%, signal=24%","PTK2B/C1QB/WFDC12/NFATC3/TSPAN32/PI3/CHI3L1/IFNGR1/GSDMA/ZFP36/PSEN1/ZC3H12A/OAS3/VIM/CCL3/IGHG1/IL36RN/EMILIN1/IRF4/IL2RA/CLEC10A/LAP3/CD47/DUSP10/SEC14L1/IGKC/CCL2/HTRA1/ETS1/SRC/IL36A/CXCR2/PAK2/ADAM8/SNAP23/SLAMF8/CST7/SYK/MLKL/SELE/ACKR2/CXCR4/CHIA/OAS1/RAET1G/APOBEC3C/PMAIP1/PXK/ORM2/FGB/OTUD4/PYDC5/ITGAL/CRTAM/CYBB/SLFN13/IGHM/NECTIN2/DRD4/CASP5/LAG3/H2BC6/PRF1/GRN/IL17RB/IGFBP4/SERPINA3/CYBA/THEMIS2/PLGRKT/IL33/APOL1/KYNU/KLRC2/LGALS3/CD55/CXCL13/CNR2/CORO1A/SH2D1A/NFKBIA/TRIM55/KLRK1/PYHIN1/VAMP8/SP140/NKG7/CXCL16/FYN/FOS/VAV1/RELB/TRBC1/SAMHD1/NUB1/CXCR6/TGFB1/PTPRC/SPHK1/GPR4/HAVCR2/IFNGR2/C3/ITGAM/CYP27B1/PTK6/NLRP1/CD4/IFI16/IKBKE/JAK3/CXCL10/PRDM1/CCDC88B/ADGRE5/STAT4/PNMA1/CD96/KCNN4/TNFAIP3/SLA/H2BS1/ACTR3/ITGB2/H2BC10/TNFRSF11A/TRIM15/HLA-C/LAPTM5/HLA-A/IL27RA/ULBP1/H2BC7/CDC42EP4/CCL5/TMSB4X/PLAC8/LYZ/IFI6/HLA-B/ALOX5/LSP1/TRIM29/VCAM1/JAK2/HLA-G/BIRC3/FGL2/COTL1/PSTPIP1/CD40/SLAMF6/STING1/CD14/CXCL11/IDO1/CXCL9/APOL3/ALOX5AP/HLA-F/SEMA7A/SAA2/GNLY/PTAFR/GZMB/GBP5/C4BPA/CD74/NCF1/CCL20/LTF/HLA-DPB1/HLA-DRB1/HLA-DPA1"
"GO:0001817","BP","GO:0001817","regulation of cytokine production",334,-0.385044798516459,-1.93009776702223,1.9420266113155e-09,2.00923596364828e-07,1.81295900164706e-07,586,"tags=27%, list=9%, signal=26%","CHI3L1/IFNGR1/ZFP36/PSEN1/ZC3H12A/OAS3/CCL3/IL36RN/IRF4/LGALS9C/CD47/BANK1/SRC/IL36A/ADAM8/SYK/TSKU/CHIA/OAS1/RAET1G/ORM2/AIRE/CRTAM/CYBB/ITGAV/CARD11/LAG3/CYRIB/CYBA/IL33/CD55/CD2/HSPA1A/UBE2J1/PELI1/KLRK1/PYHIN1/SMAD7/SERPINB1/RELB/TGFB1/CD3E/PTPRC/SPHK1/HAVCR2/C3/LITAF/NLRP1/CD4/IFI16/JAK3/CCDC88B/CD96/HSPB1/BTN3A3/TNFAIP3/VSIR/TRIM15/LAPTM5/HLA-A/IL27RA/SASH3/TMSB4X/BTN2A2/SRGN/HLA-B/CDH3/ALOX5/JAK2/HLA-G/SLC7A5/CD40/SLAMF6/STING1/CD14/RFTN1/IDO1/HLA-F/SEMA7A/SAA2/SULF2/PTAFR/GBP5/LTB/CD74/LTF/B2M/HLA-DPB1/HLA-DRB1/HLA-DPA1"
"GO:0001816","BP","GO:0001816","cytokine production",341,-0.381065377227112,-1.92233790121001,2.05275893207343e-09,2.06485588695179e-07,1.8631455613386e-07,809,"tags=27%, list=13%, signal=25%","CHI3L1/IFNGR1/ZFP36/PSEN1/ZC3H12A/OAS3/CCL3/IL36RN/IRF4/LGALS9C/CD47/BANK1/SRC/IL36A/ADAMTS3/ADAM8/SYK/TSKU/CHIA/OAS1/RAET1G/ORM2/AIRE/CRTAM/CYBB/ITGAV/CARD11/LAG3/CYRIB/CYBA/IL33/CD55/CD2/HSPA1A/UBE2J1/PELI1/KLRK1/PYHIN1/SMAD7/SERPINB1/RELB/TGFB1/CD3E/PTPRC/SPHK1/HAVCR2/C3/LITAF/NLRP1/CD4/IFI16/JAK3/CCDC88B/CD96/HSPB1/BTN3A3/TNFAIP3/VSIR/TRIM15/LAPTM5/HLA-A/IL27RA/SASH3/TMSB4X/BTN2A2/SRGN/HLA-B/CDH3/ALOX5/JAK2/HLA-G/SLC7A5/CD40/SLAMF6/STING1/CD14/RFTN1/IDO1/HLA-F/SEMA7A/SAA2/SULF2/PTAFR/GBP5/LTB/CD74/LTF/B2M/HLA-DPB1/HLA-DRB1/HLA-DPA1"
